,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
0,44,,1:34.404,44,,1:29.638,44,,1:29.119,44,,1:29.044,44,,1:28.786
1,5,0.674,1:35.078,5,0.763,1:29.727,5,0.687,1:29.043,5,0.771,1:29.128,5,1.112,1:29.127
2,77,1.605,1:36.009,77,2.108,1:30.141,77,2.624,1:29.635,77,2.881,1:29.301,77,3.555,1:29.460
3,7,3.089,1:37.493,7,4.018,1:30.567,7,5.062,1:30.163,7,5.968,1:29.950,7,6.780,1:29.598
4,33,3.971,1:38.375,33,5.162,1:30.829,33,6.533,1:30.490,33,7.477,1:29.988,33,8.595,1:29.904
5,19,5.270,1:39.674,19,6.783,1:31.151,19,8.287,1:30.623,19,9.856,1:30.613,19,11.600,1:30.530
6,8,6.312,1:40.716,8,7.916,1:31.242,8,9.847,1:31.050,8,11.566,1:30.763,8,13.354,1:30.574
7,55,7.487,1:41.891,55,9.235,1:31.386,55,11.774,1:31.658,55,13.376,1:30.646,55,15.335,1:30.745
8,11,8.464,1:42.868,11,10.415,1:31.589,11,12.835,1:31.539,11,14.834,1:31.043,11,16.796,1:30.748
9,26,9.506,1:43.910,26,11.654,1:31.786,26,14.145,1:31.610,26,16.106,1:31.005,26,18.396,1:31.076
10,14,10.341,1:44.745,14,12.645,1:31.942,14,15.235,1:31.709,14,17.715,1:31.524,14,20.689,1:31.760
11,27,10.833,1:45.237,27,13.418,1:32.223,27,16.391,1:32.092,27,19.000,1:31.653,27,21.794,1:31.580
12,31,11.150,1:45.554,31,14.211,1:32.699,31,17.360,1:32.268,31,19.876,1:31.560,31,22.874,1:31.784
13,18,11.607,1:46.011,18,15.331,1:33.362,18,18.445,1:32.233,18,21.167,1:31.766,30,27.718,1:32.630
14,30,11.875,1:46.279,30,16.477,1:34.240,30,20.607,1:33.249,30,23.874,1:32.311,2,29.206,1:32.245
15,2,12.358,1:46.762,2,17.229,1:34.509,2,21.681,1:33.571,2,25.747,1:33.110,3,2 LAPS,1:31.619
16,36,13.085,1:47.489,36,18.338,1:34.891,36,23.093,1:33.874,3,2 LAPS,1:32.510,36,32.729,1:33.345
17,9,24.975,1:59.379,9,28.020,1:32.683,3,2 LAPS,4:56.773,36,28.170,1:34.121,9,40.637,1:33.097
18,20,PIT,2:47.633,20,81.236,1:37.645,9,31.715,1:32.814,9,36.326,1:33.655,18,PIT,1:50.632
19,,,,,,,20,82.675,1:30.558,20,84.025,1:30.394,20,85.875,1:30.636
20,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
21,44,,1:28.919,44,,1:28.797,44,,1:28.379,44,,1:28.391,44,,1:28.326
22,5,1.276,1:29.083,5,1.344,1:28.865,5,1.718,1:28.753,5,1.561,1:28.234,5,1.892,1:28.657
23,77,3.771,1:29.135,77,4.138,1:29.164,20,1 LAP,1:33.910,77,6.047,1:29.191,77,6.596,1:28.875
24,7,7.087,1:29.226,7,7.601,1:29.311,77,5.247,1:29.488,20,1 LAP,1:33.065,7,11.069,1:29.612
25,33,9.312,1:29.636,33,10.054,1:29.539,7,8.546,1:29.324,7,9.783,1:29.628,33,13.418,1:29.553
26,19,13.189,1:30.508,19,14.536,1:30.144,33,11.223,1:29.548,33,12.191,1:29.359,20,1 LAP,1:34.740
27,8,15.006,1:30.571,8,16.497,1:30.288,19,16.232,1:30.075,19,17.917,1:30.076,19,19.701,1:30.110
28,55,17.081,1:30.665,55,18.908,1:30.624,8,18.479,1:30.361,8,20.558,1:30.470,8,22.528,1:30.296
29,11,18.891,1:31.014,11,20.714,1:30.620,55,21.312,1:30.783,55,23.851,1:30.930,55,26.304,1:30.779
30,26,20.331,1:30.854,26,22.386,1:30.852,11,22.964,1:30.629,11,25.076,1:30.503,11,27.241,1:30.491
31,14,22.879,1:31.109,14,25.362,1:31.280,26,24.796,1:30.789,26,27.226,1:30.821,26,29.377,1:30.477
32,27,24.122,1:31.247,27,26.799,1:31.474,14,28.121,1:31.138,14,30.986,1:31.256,14,33.547,1:30.887
33,31,25.487,1:31.532,31,28.932,1:32.242,27,29.679,1:31.259,27,32.419,1:31.131,27,35.315,1:31.222
34,30,30.994,1:32.195,30,34.561,1:32.364,31,31.627,1:31.074,31,34.282,1:31.046,31,36.875,1:30.919
35,2,32.348,1:32.061,3,2 LAPS,1:31.961,30,38.505,1:32.323,30,42.673,1:32.559,30,47.063,1:32.716
36,3,2 LAPS,1:32.111,2,37.658,1:34.107,3,2 LAPS,1:31.339,3,2 LAPS,1:32.309,3,2 LAPS,1:32.695
37,36,36.935,1:33.125,36,40.802,1:32.664,2,43.112,1:33.833,36,50.841,1:33.044,36,55.177,1:32.662
38,9,44.575,1:32.857,9,48.383,1:32.605,36,46.188,1:33.765,18,55.575,1:31.083,18,57.693,1:30.444
39,18,49.801,1:35.707,18,50.829,1:29.825,9,52.569,1:32.565,9,58.009,1:33.831,9,62.682,1:32.999
40,20,87.520,1:30.564,,,,18,52.883,1:30.433,2,PIT,2:08.894,,,
41,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
42,44,,1:28.464,44,,1:28.424,44,,1:28.117,44,,1:29.037,44,,1:28.494
43,5,1.821,1:28.393,5,1.618,1:28.221,5,1.873,1:28.372,30,1 LAP,1:42.136,5,1.539,1:28.507
44,77,7.224,1:29.092,77,7.589,1:28.789,77,7.849,1:28.377,5,1.526,1:28.690,30,1 LAP,1:35.432
45,2,1 LAP,1:42.673,7,13.148,1:29.501,7,13.972,1:28.941,77,8.026,1:29.214,77,8.287,1:28.755
46,7,12.071,1:29.466,2,1 LAP,1:33.069,33,16.587,1:29.236,7,14.464,1:29.529,7,15.388,1:29.418
47,33,14.363,1:29.409,33,15.468,1:29.529,2,1 LAP,1:33.272,33,17.109,1:29.559,33,17.925,1:29.310
48,20,1 LAP,1:31.572,20,1 LAP,1:31.215,20,1 LAP,1:31.113,2,1 LAP,1:32.034,2,1 LAP,1:31.677
49,19,21.566,1:30.329,19,23.565,1:30.423,19,26.090,1:30.642,20,1 LAP,1:30.677,20,1 LAP,1:30.943
50,8,24.401,1:30.337,8,26.160,1:30.183,8,28.535,1:30.492,19,27.420,1:30.367,19,29.584,1:30.658
51,55,28.233,1:30.393,55,30.111,1:30.302,55,32.201,1:30.207,55,33.653,1:30.489,55,35.326,1:30.167
52,11,29.536,1:30.759,11,31.491,1:30.379,11,33.885,1:30.511,11,35.377,1:30.529,11,37.106,1:30.223
53,26,31.264,1:30.351,26,33.287,1:30.447,26,35.533,1:30.363,26,37.044,1:30.548,26,38.847,1:30.297
54,14,36.221,1:31.138,14,38.962,1:31.165,14,42.027,1:31.182,14,44.008,1:31.018,14,46.510,1:30.996
55,27,38.010,1:31.159,27,40.445,1:30.859,27,43.482,1:31.154,27,45.533,1:31.088,27,48.043,1:31.004
56,31,39.561,1:31.150,31,42.360,1:31.223,31,45.109,1:30.866,31,47.264,1:31.192,3,2 LAPS,1:29.939
57,3,2 LAPS,1:32.687,3,2 LAPS,1:30.274,3,2 LAPS,1:30.039,3,2 LAPS,1:30.038,31,PIT,1:48.477
58,36,59.690,1:32.977,36,63.524,1:32.258,36,67.497,1:32.090,36,70.332,1:31.872,18,74.730,1:32.464
59,18,60.587,1:31.358,18,63.958,1:31.795,18,68.131,1:32.290,18,70.760,1:31.666,9,84.344,1:32.368
60,9,68.444,1:34.226,9,72.845,1:32.825,9,77.217,1:32.489,9,80.470,1:32.290,,,
61,30,69.596,1:50.997,30,75.019,1:33.847,,,,,,,,,
62,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
63,44,,1:28.438,5,,1:28.364,5,,1:28.478,5,,1:28.118,5,,1:28.224
64,5,1.322,1:28.221,77,8.999,1:29.051,9,1 LAP,1:33.672,9,1 LAP,1:32.052,77,10.861,1:29.042
65,77,9.634,1:29.785,7,15.812,1:29.257,77,9.381,1:28.860,77,10.043,1:28.780,9,1 LAP,1:33.802
66,36,PIT,1:56.702,44,PIT,1:46.345,7,16.032,1:28.698,7,16.830,1:28.916,7,17.442,1:28.836
67,7,16.241,1:29.291,33,18.343,1:29.508,33,19.024,1:29.159,33,19.739,1:28.833,33,20.558,1:29.043
68,33,18.521,1:29.034,36,1 LAP,1:39.735,44,21.749,1:33.568,44,21.182,1:27.551,44,21.431,1:28.473
69,30,1 LAP,1:44.405,2,1 LAP,1:31.521,36,1 LAP,1:32.265,36,1 LAP,1:31.310,36,1 LAP,1:31.778
70,2,1 LAP,1:31.490,19,32.282,1:30.457,2,1 LAP,1:31.179,19,37.081,1:30.843,2,1 LAP,1:31.388
71,19,31.511,1:30.365,20,1 LAP,1:31.010,19,34.356,1:30.552,2,1 LAP,1:33.315,20,1 LAP,1:31.745
72,20,1 LAP,1:33.469,55,38.381,1:30.658,20,1 LAP,1:30.466,20,1 LAP,1:30.519,26,45.747,1:29.850
73,55,37.409,1:30.521,26,41.093,1:30.282,26,42.254,1:29.639,26,44.121,1:29.985,19,PIT,1:47.482
74,11,38.872,1:30.204,11,PIT,1:48.359,55,PIT,1:47.439,3,2 LAPS,1:29.533,3,2 LAPS,1:29.615
75,26,40.497,1:30.088,3,2 LAPS,1:29.813,3,2 LAPS,1:29.650,11,65.507,1:30.191,11,66.879,1:29.596
76,3,2 LAPS,1:29.945,14,74.336,1:36.481,11,63.434,1:34.367,55,66.290,1:37.066,55,68.114,1:30.048
77,14,PIT,1:49.469,31,75.188,1:30.770,14,76.313,1:30.455,14,78.846,1:30.651,14,81.107,1:30.485
78,27,PIT,1:49.892,27,75.934,1:36.123,31,77.401,1:30.691,31,80.067,1:30.784,31,82.482,1:30.639
79,31,74.104,1:35.295,18,78.180,1:30.776,27,78.185,1:30.729,27,81.158,1:31.091,27,83.713,1:30.779
80,18,77.090,1:30.798,,,,18,79.975,1:30.273,18,82.535,1:30.678,18,84.924,1:30.613
81,9,88.090,1:32.184,,,,,,,,,,,,
82,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
83,5,,1:28.578,5,,1:28.501,77,,1:28.871,77,,1:29.671,7,,1:28.707
84,77,11.192,1:28.909,77,11.656,1:28.965,5,PIT,1:46.995,7,5.999,1:28.746,5,3.647,1:27.726
85,9,1 LAP,1:32.572,7,18.835,1:29.485,7,6.924,1:28.616,5,10.627,1:33.830,44,9.545,1:30.306
86,7,17.851,1:28.987,33,22.693,1:29.834,33,11.622,1:29.456,33,12.967,1:31.016,77,PIT,1:46.647
87,33,21.360,1:29.380,44,23.212,1:29.879,44,12.142,1:29.457,44,13.945,1:31.474,33,PIT,1:48.655
88,44,21.834,1:28.981,9,1 LAP,1:36.505,36,1 LAP,1:31.586,36,1 LAP,1:31.990,36,1 LAP,1:31.995
89,36,1 LAP,1:31.623,36,1 LAP,1:31.278,2,1 LAP,1:31.156,26,39.461,1:30.706,26,34.519,1:29.764
90,2,1 LAP,1:31.118,2,1 LAP,1:31.144,26,38.426,1:30.242,2,1 LAP,1:33.742,2,1 LAP,1:31.649
91,20,1 LAP,1:31.141,26,48.711,1:30.042,20,1 LAP,1:31.043,20,1 LAP,1:31.421,20,1 LAP,1:32.682
92,26,47.170,1:30.001,20,1 LAP,1:33.849,19,51.744,1:29.041,19,51.521,1:29.448,19,45.846,1:29.031
93,19,62.765,1:35.004,19,63.230,1:28.966,3,2 LAPS,1:29.447,3,2 LAPS,1:30.172,3,2 LAPS,1:30.407
94,3,2 LAPS,1:30.163,3,2 LAPS,1:29.788,11,58.847,1:29.971,11,59.295,1:30.119,11,54.526,1:29.937
95,11,67.985,1:29.684,11,69.403,1:29.919,55,60.983,1:30.267,55,61.696,1:30.384,55,57.184,1:30.194
96,55,69.474,1:29.938,55,71.243,1:30.270,14,75.306,1:30.632,14,76.517,1:30.882,14,72.987,1:31.176
97,14,83.103,1:30.574,14,85.201,1:30.599,31,76.916,1:30.761,31,77.865,1:30.620,31,74.205,1:31.046
98,31,84.613,1:30.709,31,86.682,1:30.570,27,77.740,1:30.277,27,78.647,1:30.578,27,74.900,1:30.959
99,27,85.724,1:30.589,27,87.990,1:30.767,18,81.918,1:31.368,18,83.639,1:31.392,18,79.504,1:30.571
100,18,87.328,1:30.982,18,91.077,1:32.250,,,,,,,,,
101,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
102,5,,1:27.598,5,,1:28.046,5,,1:27.726,5,,1:28.009,5,,1:28.388
103,44,6.252,1:27.952,44,6.040,1:27.834,44,6.160,1:27.846,44,5.964,1:27.813,44,6.108,1:28.532
104,77,14.134,1:33.438,77,13.140,1:27.052,77,12.687,1:27.273,77,12.413,1:27.735,77,11.521,1:27.496
105,7,PIT,1:46.225,7,21.060,1:34.126,7,20.782,1:27.448,7,20.827,1:28.054,7,19.998,1:27.559
106,36,1 LAP,1:30.974,33,29.168,1:27.991,33,29.201,1:27.759,33,29.110,1:27.918,18,PIT,1:50.755
107,33,29.223,1:33.552,36,1 LAP,1:32.264,36,1 LAP,1:31.309,26,38.508,1:29.915,33,28.427,1:27.705
108,26,33.043,1:29.769,26,34.568,1:29.571,26,36.602,1:29.760,36,1 LAP,1:33.225,26,40.956,1:30.836
109,2,1 LAP,1:30.908,2,1 LAP,1:33.902,19,47.371,1:29.900,19,48.554,1:29.192,36,1 LAP,1:31.926
110,20,1 LAP,1:30.544,20,1 LAP,1:32.965,2,1 LAP,1:32.585,2,1 LAP,1:30.826,19,49.141,1:28.975
111,19,43.650,1:29.049,19,45.197,1:29.593,20,1 LAP,1:32.373,20,1 LAP,1:31.453,2,1 LAP,1:30.809
112,3,2 LAPS,1:29.466,3,2 LAPS,1:29.708,11,56.825,1:29.725,11,59.102,1:30.286,20,1 LAP,1:31.071
113,11,53.152,1:29.871,11,54.826,1:29.720,55,59.872,1:29.726,55,61.954,1:30.091,11,60.630,1:29.916
114,55,55.843,1:29.904,55,57.872,1:30.075,14,78.647,1:31.088,14,81.940,1:31.302,55,63.463,1:29.897
115,14,72.656,1:30.914,14,75.285,1:30.675,31,79.718,1:31.005,31,83.035,1:31.326,14,84.662,1:31.110
116,31,73.732,1:30.772,31,76.439,1:30.753,27,82.823,1:31.756,27,86.106,1:31.292,31,85.476,1:30.829
117,27,74.563,1:30.908,27,78.793,1:32.276,18,86.306,1:31.433,,,,,,
118,18,79.433,1:31.174,18,82.599,1:31.212,,,,,,,,,
119,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
120,5,,1:28.119,5,,1:28.226,5,,1:27.701,5,,1:27.628,5,,1:27.483
121,44,6.256,1:28.267,31,1 LAP,1:32.023,14,1 LAP,1:31.452,44,6.934,1:28.974,44,6.886,1:27.435
122,77,11.577,1:28.175,44,5.741,1:27.711,31,1 LAP,1:30.605,14,1 LAP,1:32.066,14,1 LAP,1:30.638
123,7,19.936,1:28.057,77,10.804,1:27.453,44,5.588,1:27.548,31,1 LAP,1:32.049,77,11.469,1:28.532
124,27,PIT,1:50.816,7,19.609,1:27.899,77,10.535,1:27.432,77,10.420,1:27.513,31,1 LAP,1:31.891
125,33,28.404,1:28.096,27,1 LAP,1:35.021,7,19.859,1:27.951,7,20.504,1:28.273,7,21.319,1:28.298
126,18,1 LAP,1:36.520,33,28.043,1:27.865,33,28.028,1:27.686,33,28.149,1:27.749,33,27.839,1:27.173
127,26,42.460,1:29.623,18,1 LAP,1:29.671,27,1 LAP,1:30.372,27,1 LAP,1:28.853,27,1 LAP,1:28.661
128,36,1 LAP,1:30.637,26,44.107,1:29.873,18,1 LAP,1:30.150,18,1 LAP,1:30.159,18,1 LAP,1:29.623
129,19,49.913,1:28.891,36,1 LAP,1:30.686,26,46.360,1:29.954,19,53.432,1:29.195,19,54.646,1:28.697
130,2,1 LAP,1:32.235,19,50.666,1:28.979,36,1 LAP,1:30.431,36,1 LAP,1:32.027,36,1 LAP,1:30.244
131,20,1 LAP,1:31.480,2,1 LAP,1:30.891,19,51.865,1:28.900,2,1 LAP,1:31.607,11,70.119,1:29.172
132,11,62.178,1:29.667,20,1 LAP,1:30.901,2,1 LAP,1:31.100,11,68.430,1:29.743,55,72.918,1:29.706
133,55,64.871,1:29.527,11,63.678,1:29.726,20,1 LAP,1:31.456,26,PIT,1:51.432,2,1 LAP,1:33.552
134,14,87.794,1:31.251,55,66.227,1:29.582,11,66.315,1:30.338,55,70.695,1:29.996,20,1 LAP,1:30.836
135,,,,,,,55,68.327,1:29.801,20,1 LAP,1:34.496,26,78.330,1:35.649
136,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
137,5,,1:27.347,5,,1:27.620,5,,1:27.490,5,,1:27.586,5,,1:27.718
138,44,7.893,1:28.354,44,7.985,1:27.712,44,8.053,1:27.558,20,2 LAPS,1:32.893,2,2 LAPS,1:31.978
139,77,11.261,1:27.139,77,10.926,1:27.285,77,10.873,1:27.437,44,8.085,1:27.618,20,2 LAPS,1:30.610
140,14,1 LAP,1:31.390,14,1 LAP,1:30.664,14,1 LAP,1:30.595,77,10.683,1:27.396,44,7.892,1:27.525
141,31,1 LAP,1:30.486,31,1 LAP,1:30.438,31,1 LAP,1:30.575,7,23.992,1:28.732,77,10.676,1:27.711
142,7,21.950,1:27.978,7,22.180,1:27.850,7,22.846,1:28.156,14,1 LAP,1:31.645,7,24.033,1:27.759
143,33,28.019,1:27.527,33,27.901,1:27.502,33,27.794,1:27.383,31,1 LAP,1:31.859,33,28.291,1:28.398
144,27,1 LAP,1:29.115,27,1 LAP,1:29.342,27,1 LAP,1:29.659,33,27.611,1:27.403,14,1 LAP,1:31.660
145,18,1 LAP,1:29.724,18,1 LAP,1:29.527,18,1 LAP,1:29.647,27,1 LAP,1:29.978,31,1 LAP,1:31.739
146,19,56.236,1:28.937,19,57.367,1:28.751,19,58.695,1:28.818,18,1 LAP,1:29.389,27,1 LAP,1:29.145
147,36,1 LAP,1:30.210,36,1 LAP,1:30.316,36,1 LAP,1:30.668,19,60.099,1:28.990,18,1 LAP,1:29.479
148,11,72.378,1:29.606,11,74.192,1:29.434,11,75.898,1:29.196,36,1 LAP,1:30.285,19,61.304,1:28.923
149,55,74.942,1:29.371,55,76.730,1:29.408,55,78.286,1:29.046,11,77.468,1:29.156,36,1 LAP,1:29.832
150,2,1 LAP,1:30.163,2,1 LAP,1:30.646,26,81.862,1:28.314,55,79.636,1:28.936,11,78.721,1:28.971
151,26,80.005,1:29.022,26,81.038,1:28.653,2,1 LAP,1:32.469,26,82.319,1:28.043,55,80.765,1:28.847
152,20,1 LAP,1:33.065,20,1 LAP,1:31.471,,,,,,,26,82.584,1:27.983
153,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
154,5,,1:27.386,5,,1:27.448,5,,1:27.819,5,,1:27.954,5,,1:27.735
155,2,2 LAPS,1:29.985,2,2 LAPS,1:30.213,44,10.274,1:28.842,44,9.353,1:27.033,55,1 LAP,1:30.697
156,44,9.226,1:28.720,44,9.251,1:27.473,77,11.934,1:28.049,77,11.577,1:27.597,44,8.769,1:27.151
157,77,11.627,1:28.337,77,11.704,1:27.525,2,2 LAPS,1:32.852,2,2 LAPS,1:31.020,77,10.965,1:27.123
158,20,2 LAPS,1:34.331,20,2 LAPS,1:32.011,20,2 LAPS,1:31.648,7,24.086,1:27.825,2,2 LAPS,1:30.065
159,7,24.056,1:27.409,7,24.309,1:27.701,7,24.215,1:27.725,20,2 LAPS,1:32.688,7,23.834,1:27.483
160,33,28.071,1:27.166,33,27.668,1:27.045,33,26.813,1:26.964,33,26.490,1:27.631,33,25.807,1:27.052
161,14,1 LAP,1:30.488,14,1 LAP,1:30.195,14,1 LAP,1:30.568,14,1 LAP,1:30.444,20,2 LAPS,1:32.942
162,31,1 LAP,1:30.066,31,1 LAP,1:30.369,31,1 LAP,1:30.657,31,1 LAP,1:30.287,14,1 LAP,1:30.435
163,27,1 LAP,1:29.009,27,1 LAP,1:28.753,27,1 LAP,1:28.823,27,1 LAP,1:28.804,31,1 LAP,1:30.543
164,19,63.633,1:29.715,19,64.837,1:28.652,19,65.420,1:28.402,19,66.234,1:28.768,27,1 LAP,1:28.927
165,18,1 LAP,1:45.188,36,1 LAP,1:30.011,36,1 LAP,1:30.349,36,1 LAP,1:29.782,19,67.251,1:28.752
166,36,1 LAP,1:29.961,11,82.025,1:29.089,11,83.102,1:28.896,11,84.025,1:28.877,36,1 LAP,1:29.589
167,11,80.384,1:29.049,26,83.974,1:28.149,26,84.442,1:28.287,26,84.907,1:28.419,11,85.080,1:28.790
168,26,83.273,1:28.075,55,86.070,1:29.009,55,87.066,1:28.815,,,,26,85.903,1:28.731
169,55,84.509,1:31.130,,,,,,,,,,,,
170,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
171,5,,1:27.695,5,,1:27.735,5,,1:28.707,5,,1:27.613,5,,1:27.422
172,55,1 LAP,1:28.661,26,1 LAP,1:30.451,11,1 LAP,1:30.701,11,1 LAP,1:28.864,11,1 LAP,1:28.650
173,44,8.421,1:27.347,55,1 LAP,1:28.395,26,1 LAP,1:29.235,26,1 LAP,1:29.007,44,8.609,1:28.989
174,77,10.825,1:27.555,44,7.971,1:27.285,36,2 LAPS,1:33.767,36,2 LAPS,1:29.693,77,10.344,1:28.717
175,2,2 LAPS,1:30.085,77,10.581,1:27.491,55,1 LAP,1:28.642,55,1 LAP,1:29.962,55,1 LAP,1:32.976
176,7,23.778,1:27.639,2,2 LAPS,1:30.098,44,6.592,1:27.328,44,7.042,1:28.063,36,2 LAPS,1:35.051
177,33,25.290,1:27.178,7,23.355,1:27.312,77,8.977,1:27.103,77,9.049,1:27.685,7,22.064,1:27.429
178,14,1 LAP,1:30.203,33,24.812,1:27.257,7,22.571,1:27.923,7,22.057,1:27.099,33,24.340,1:27.670
179,31,1 LAP,1:30.099,14,1 LAP,1:30.247,33,24.558,1:28.453,33,24.092,1:27.147,26,PIT,1:49.074
180,27,1 LAP,1:28.726,31,1 LAP,1:30.198,2,2 LAPS,1:32.959,2,2 LAPS,1:29.804,2,2 LAPS,1:30.796
181,20,PIT,1:50.882,27,1 LAP,1:28.893,14,1 LAP,1:30.081,14,1 LAP,1:30.077,14,1 LAP,1:30.493
182,19,68.313,1:28.757,20,2 LAPS,1:33.603,31,1 LAP,1:30.119,31,1 LAP,1:30.156,31,1 LAP,1:30.559
183,36,1 LAP,1:30.089,19,69.535,1:28.957,27,1 LAP,1:29.411,27,1 LAP,1:30.270,27,1 LAP,1:30.402
184,11,86.568,1:29.183,,,,20,2 LAPS,1:27.568,19,69.914,1:28.045,19,70.833,1:28.341
185,,,,,,,19,69.482,1:28.654,,,,,,
186,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
187,5,,1:27.782,5,,1:27.618,5,,1:26.638,5,,1:27.007,5,,1:27.369
188,11,1 LAP,1:28.744,11,1 LAP,1:28.754,11,1 LAP,1:28.841,44,10.325,1:28.299,44,10.452,1:27.496
189,44,8.595,1:27.768,44,8.584,1:27.607,44,9.033,1:27.087,11,1 LAP,1:30.499,77,13.296,1:28.670
190,77,10.957,1:28.395,77,11.183,1:27.844,77,11.590,1:27.045,77,11.995,1:27.412,11,1 LAP,1:31.513
191,55,1 LAP,1:28.853,55,1 LAP,1:28.423,55,1 LAP,1:28.106,55,1 LAP,1:27.677,55,1 LAP,1:28.127
192,36,2 LAPS,1:30.372,36,2 LAPS,1:29.520,36,2 LAPS,1:29.052,36,2 LAPS,1:29.214,7,23.019,1:27.460
193,7,21.703,1:27.421,7,21.791,1:27.706,7,22.362,1:27.209,7,22.928,1:27.573,33,25.542,1:28.524
194,33,23.704,1:27.146,33,23.466,1:27.380,33,24.040,1:27.212,33,24.387,1:27.354,36,2 LAPS,1:33.781
195,26,1 LAP,1:34.038,26,1 LAP,1:26.711,26,1 LAP,1:26.938,26,1 LAP,1:27.656,26,1 LAP,1:27.268
196,2,2 LAPS,1:30.014,2,2 LAPS,1:29.771,2,2 LAPS,1:29.524,2,2 LAPS,1:29.443,2,2 LAPS,1:29.440
197,14,1 LAP,1:32.485,31,1 LAP,1:29.546,31,1 LAP,1:28.940,31,1 LAP,1:28.671,31,1 LAP,1:28.645
198,31,1 LAP,1:31.628,27,1 LAP,1:30.586,27,1 LAP,1:28.775,27,1 LAP,1:28.722,27,1 LAP,1:28.537
199,27,1 LAP,1:31.245,19,72.189,1:28.258,19,73.944,1:28.393,19,75.768,1:28.831,19,76.591,1:28.192
200,19,71.549,1:28.498,,,,,,,,,,,,
201,NO,GAP,TIME,NO,GAP,TIME,,,,,,,,,
202,5,,1:27.437,5,,1:28.709,,,,,,,,,
203,44,10.542,1:27.527,44,9.975,1:28.142,,,,,,,,,
204,77,12.452,1:26.593,77,11.250,1:27.507,,,,,,,,,
205,11,1 LAP,1:28.474,11,1 LAP,1:28.336,,,,,,,,,
206,55,1 LAP,1:28.327,55,1 LAP,1:28.710,,,,,,,,,
207,7,22.120,1:26.538,7,22.393,1:28.982,,,,,,,,,
208,33,27.507,1:29.402,33,28.827,1:30.029,,,,,,,,,
209,36,2 LAPS,1:29.668,26,1 LAP,1:28.211,,,,,,,,,
210,26,1 LAP,1:28.054,36,2 LAPS,1:30.893,,,,,,,,,
211,2,2 LAPS,1:29.896,2,2 LAPS,1:29.652,,,,,,,,,
212,31,1 LAP,1:28.475,31,1 LAP,1:29.336,,,,,,,,,
213,27,1 LAP,1:28.486,27,1 LAP,1:29.396,,,,,,,,,
214,19,77.644,1:28.490,19,83.386,1:34.451,,,,,,,,,
